"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"LTU","Lithuania","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",13315.41,,
"LTU","Lithuania","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",14047.53,,
"LTU","Lithuania","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",15478.01,,
"LTU","Lithuania","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",16989.83,,
"LTU","Lithuania","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",21240.26,,
"LTU","Lithuania","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",21067.16,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",1532761.4,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",2154336,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",2513447.3,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",2821506.5,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",5175185,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",7838739,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",9596195,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",11620839,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",14186870,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",18288784,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",23210896,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",28911574,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",35710916,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",44335172,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",41682556,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",49739676,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",60114000,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",68103448,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",72985704,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",79030040,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",83087360,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",85616080,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",91843152,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",103861648,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",109241536,,
"RUS","Russia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",106967456,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",536819.69,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",594190.63,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",621533.69,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",550407.88,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",606438.88,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",710680.94,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",690515.69,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",711022.19,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",809278.69,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",970283.5,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",1230771.4,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1411491,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1558827.3,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1949237.8,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1609117.1,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1980777.5,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",2517145.8,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",2759905.8,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",2799926.8,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",2836313.8,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",2453511.5,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",2418508.8,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",2582197.8,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",3062170,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",3013561,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",2637629.5,,
"SAU","Saudi Arabia","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",3125779.8,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",174000,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",198117,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",221254,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",190060,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",183841,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",235471,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",255071,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",255000,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",268000,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",301700,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",346471,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",384900,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",459120,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",520050,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",596431,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",653886,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",826700,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",917198,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",994734,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",1140600,,
"SAU","Saudi Arabia","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",1001290,,
